t1_name,t1_youth,t1_sptnum_formula,t1_ra_today_formula,t1_dec_today_formula,data_release,dateobs,dec,instrument,ra,specid,specprimary,spectype,telescope,dist_arcsec
2MASS J13364062+3743230,N,11,204.1676,37.7226,SDSS-DR16,"[""2005-04-12 00:00:00"",""2005-04-12 00:00:00""]",37.722954,SDSS,204.16889,2257452461214164992,1,STAR,sloan25m,3.8881001138759363
2MASS J13373116+4938367,N,10,204.3803,49.6439,DESI-DR1,"[""2022-03-20 08:15:43.018"",""2022-04-17 06:53:33.679""]",49.64379068576156,DESI,204.3801724611366,2305843020823536531,1,STAR,kp4m,0.49321407112208515
ULAS J133828.69-014245.4,N,27.5,204.6208,-1.7132,DESI-DR1,"[""2022-03-30 08:28:51.676"",""2022-03-31 08:02:04.542""]",-1.7125,DESI,204.6196,2253146629865472,1,GALAXY,kp4m,4.999612616814381
2MASS J13384944+0437315,N,11,204.7066,4.6241,DESI-DR1,"[""2022-05-23 04:45:02.203"",""2022-05-23 05:03:15.533""]",4.624433970429848,DESI,204.7064513523662,39627896825842499,1,GALAXY,kp4m,1.3153000298406998
ULAS J133933.64-005621.1,N,27,204.8907,-0.9393,DESI-DR1,"[""2022-03-01 10:45:10.614"",""2022-03-01 10:45:10.614""]",-0.9392,DESI,204.8903,2253164753453057,1,GALAXY,kp4m,1.4841303211821257
SDSS J134148.85+551046.2,N,11,205.4523,55.1801,DESI-DR1,"[""2022-02-19 10:48:29.807"",""2022-06-08 03:35:38.306""]",55.17991026235938,DESI,205.4526802080109,39633325589005035,1,GALAXY,kp4m,1.0379759933169794
SDSS J134203.11+134022.2,N,15.5,205.5128,13.6726,DESI-DR1,"[""2022-01-27 12:56:28.448"",""2022-01-27 12:56:28.448""]",13.67265571275491,DESI,205.5128162622925,39628117458814303,1,GALAXY,kp4m,0.20847689870516667
SDSS J134224.93+603731.4,N,10,205.6039,60.6256,SDSS-DR16,"[""2002-02-14 00:00:00"",""2002-02-14 00:00:00""]",60.6254,SDSS,205.60387,885020862481197056,1,STAR,sloan25m,0.721946277321779
SDSS J134228.41-002705.7,N,10,205.6176,-0.4514,SDSS-DR16,"[""2000-05-07 00:00:00"",""2000-05-07 00:00:00""]",-0.45157701,SDSS,205.61836,336685056988833792,0,STAR,sloan25m,2.809145940286704
SDSS J134322.51-030100.2,N,10,205.8439,-3.0169,SDSS-DR16,"[""2002-06-02 00:00:00"",""2002-06-02 00:00:00""]",-3.0167433,SDSS,205.84377,1026823504537872384,1,STAR,sloan25m,0.7325631138579932
ULAS J134322.94-010844.0,N,9,205.8454,-1.1456,DESI-DR1,"[""2022-03-10 10:04:54.105"",""2022-03-10 10:04:54.105""]",-1.1455,DESI,205.8458,2253158730432512,1,GALAXY,kp4m,1.4840388133227398
SDSS J134515.81-025514.4,N,10,206.3162,-2.9207,DESI-DR1,"[""2022-03-01 10:45:10.616"",""2022-03-01 10:45:10.616""]",-2.9206,DESI,206.316,2253116460236800,1,STAR,kp4m,0.8041480782396793
SDSS J134544.36+654217.9,N,10,206.436,65.705,SDSS-DR16,"[""2001-03-21 00:00:00"",""2001-03-21 00:00:00""]",65.704971,SDSS,206.43483,559614343390455808,1,STAR,sloan25m,1.7361063095094156
SDSS J134607.41+084234.5,N,12,206.5297,8.7091,DESI-DR1,"[""2022-05-17 05:18:05.191"",""2022-05-17 05:18:05.191""]",8.709226813795862,DESI,206.5300928693995,39627998915203128,1,GALAXY,kp4m,1.4706751216242362
SDSS J134749.74+333601.7,N,-10,206.9576,33.6004,BOSS-DR16,"[""2010-03-14 10:03:58"",""2010-03-14 10:03:58""]",33.600438,BOSS,206.9572900000001,4341706524185612288,1,STAR,sloan25m,0.9395481090730088
2MASS J13480100-0304328,N,7,207.0054,-3.0783,DESI-DR1,"[""2022-03-11 08:59:46.891"",""2022-06-06 03:33:31.705""]",-3.077699781557889,DESI,207.0050890422067,2305843036468286416,1,STAR,kp4m,2.432806745975595
2MASS J13484591+0353545,N,10,207.1924,3.8964,DESI-DR1,"[""2022-05-10 05:28:19.814"",""2022-05-10 05:28:19.814""]",3.896919593150416,DESI,207.1921059985716,39627884809162393,1,GALAXY,kp4m,2.148010831987344
SDSS J134925.25+504954.5,N,10,207.3553,50.832,DESI-DR1,"[""2022-06-08 03:47:36.545"",""2022-06-08 03:47:36.545""]",50.83191132040488,DESI,207.3552419367393,39633259956536707,1,GALAXY,kp4m,0.3454677643259176
PM I13518+4157B,N,11.5,207.9473,41.9629,BOSS-DR16,"[""2013-03-13 11:15:05"",""2013-03-13 11:15:05""]",41.963218,BOSS,207.94743,7465916606079848448,1,STAR,sloan25m,1.1965227084714294
SDSS J135238.65+324002.4,N,10,208.1606,32.667,BOSS-DR16,"[""2010-03-19 09:49:10"",""2010-03-19 09:49:10""]",32.667276,BOSS,208.16095,4347278849199067136,1,STAR,sloan25m,1.4533796327511241
SDSS J135327.06+650944.5,N,10,208.3598,65.1622,BOSS-DR16,"[""2014-02-27 10:57:44"",""2014-02-27 10:57:44""]",65.162299,BOSS,208.36269,7865651211105751040,1,STAR,sloan25m,4.384709769542382
SDSS J135439.54+504451.0,N,11,208.6626,50.7476,BOSS-DR16,"[""2016-02-08 12:05:32"",""2016-02-08 12:05:32""]",50.747593,BOSS,208.66339,-9204216770425761792,1,STAR,sloan25m,1.799682779876778
2MASS J13564148+4342587,N,7,209.1691,43.7167,DESI-DR1,"[""2022-03-20 08:40:28.863"",""2022-04-27 05:57:55.8""]",43.71660553015417,DESI,209.1700696279776,2305843020408298836,1,STAR,kp4m,2.545750962883598
SDSS J135712.40+142839.8,N,13,209.3022,14.4776,BOSS-DR16,"[""2012-03-28 07:16:17"",""2012-03-28 07:16:17""]",14.477738,BOSS,209.3019,6131701571099316224,1,STAR,sloan25m,1.157717018349297
SDSS J135825.72+423434.4,N,10,209.6065,42.5764,BOSS-DR16,"[""2012-06-12 05:31:45"",""2012-06-12 05:31:45""]",42.576339,BOSS,209.60694,6820846873362059264,1,STAR,sloan25m,1.1869117500511994
ULAS J135848.63+014745.5,N,8,209.7028,1.7958,DESI-DR1,"[""2022-03-26 09:16:14.746"",""2022-03-26 09:38:49.594""]",1.7961,DESI,209.7025,2253231270920192,1,STAR,kp4m,1.5269755594728671
SDSS J135955.19+324719.0,N,10,209.9795,32.7883,BOSS-DR16,"[""2010-03-19 09:49:10"",""2010-03-19 09:49:10""]",32.788489,BOSS,209.9799,4347369009152544768,1,STAR,sloan25m,1.3886804166553997
2MASS J14022235+0648479,N,9,210.5935,6.8134,BOSS-DR16,"[""2011-05-06 06:21:13"",""2011-05-06 06:21:13""]",6.8133251,BOSS,210.5932,5475476192533696512,1,STAR,sloan25m,1.1057528468071818
SDSS J140307.47+201859.3,N,10,210.7803,20.317,SDSS-DR16,"[""2008-03-02 00:00:00"",""2008-03-02 00:00:00""]",20.316496,SDSS,210.78115,3119929740706736128,1,STAR,sloan25m,3.3951173699232893
SDSS J140403.24+445331.7,N,10,211.013,44.892,BOSS-DR16,"[""2012-06-24 04:53:33"",""2012-06-24 04:53:33""]",44.892109,BOSS,211.01304,6817470823110299648,1,STAR,sloan25m,0.4054439870064352
SDSS J140409.91+400214.0,N,10,211.0414,40.0373,SDSS-DR16,"[""2004-03-20 00:00:00"",""2004-03-20 00:00:00""]",40.03723,SDSS,211.04128,1552718002980415488,1,STAR,sloan25m,0.4158123488416276
SDSS J140412.19+133922.1,N,10,211.0508,13.656,SDSS-DR16,"[""2004-06-18 00:00:00"",""2004-06-18 00:00:00""]",13.656155,SDSS,211.05081,1918651966955743232,1,STAR,sloan25m,0.5590954846016434
SDSS J140442.39-022426.1,N,10,211.1765,-2.4074,BOSS-DR16,"[""2010-06-15 03:42:56"",""2010-06-15 03:42:56""]",-2.407247,BOSS,211.17661,4546470225470836736,1,STAR,sloan25m,0.6781739985631622
2MASS J14044495+4634297,N,10,211.1852,46.5757,BOSS-DR16,"[""2016-02-12 12:14:15"",""2016-02-12 12:14:15""]",46.575648,BOSS,211.18576,-8877628281804533760,1,STAR,sloan25m,1.3983770246074694
SDSS J140601.47+524931.0,N,10,211.5057,52.8251,SDSS-DR16,"[""2002-07-13 00:00:00"",""2002-07-13 00:00:00""]",52.825293,SDSS,211.50614,1175585504318482432,0,STAR,sloan25m,1.1827277728455188
SDSS J140633.18+360449.3,N,10,211.6366,36.0802,SDSS-DR16,"[""2004-04-20 00:00:00"",""2004-04-20 00:00:00""]",36.080351,SDSS,211.63824,1848739793924548608,0,STAR,sloan25m,4.8024344607791924
SDSS J140909.45+432750.0,N,10,212.2889,43.4636,SDSS-DR16,"[""2004-04-20 00:00:00"",""2004-04-20 00:00:00""]",43.463879,SDSS,212.28938,1651698514134067200,0,STAR,sloan25m,1.606809134915147
SDSS J141011.14+132900.8,N,14,212.5457,13.4834,SDSS-DR16,"[""2004-06-18 00:00:00"",""2004-06-18 00:00:00""]",13.483573,SDSS,212.54643,1918543665060407296,1,STAR,sloan25m,2.630359596744994
2MASSW J1411175+393636,N,11.5,212.8155,39.6108,DESI-DR1,"[""2022-01-21 13:19:04.358"",""2022-05-23 05:39:17.558""]",39.61058833709863,DESI,212.8172768006247,39633068008409483,1,GALAXY,kp4m,4.986378049945566
SDSS J141126.20+200911.1B,N,NaN,212.859,20.1532,SDSS-DR16,"[""2008-03-02 00:00:00"",""2008-03-02 00:00:00""]",20.153088,SDSS,212.85919,3119875314881161216,1,STAR,sloan25m,0.7582157417924604
SDSS J141133.55+172530.6,N,11,212.8899,17.4253,SDSS-DR16,"[""2008-02-18 00:00:00"",""2008-02-18 00:00:00""]",17.425195,SDSS,212.88983,3105258132356491264,0,STAR,sloan25m,0.44798788960592734
ULAS J141203.85+121609.9,N,14,213.0151,12.2694,BOSS-DR16,"[""2012-03-15 08:52:53"",""2012-03-15 08:52:53""]",12.269447,BOSS,213.0162800000001,6139550434636091392,1,QSO,sloan25m,4.154418942274201
2MASS J14122268+2354108,N,9,213.0934,23.9033,SDSS-DR16,"[""2006-03-05 00:00:00"",""2006-03-05 00:00:00""]",23.903057,SDSS,213.09429,2395988732793612288,1,STAR,sloan25m,3.0570367930396354
2MASSW J1412244+163312,N,10.5,213.1022,16.5526,BOSS-DR16,"[""2012-03-29 10:00:24"",""2012-03-29 10:00:24""]",16.552933,BOSS,213.10207,6140716466952228864,1,STAR,sloan25m,1.279987467282429
2MASS J14135981-0457483,N,8,213.4979,-4.9637,DESI-DR1,"[""2022-04-01 08:42:46.202"",""2022-04-01 08:42:46.202""]",-4.9635,DESI,213.4991,2376213645492224,1,STAR,kp4m,4.3636096866972265
SDSS J141624.08+134826.7,N,-17,214.1008,13.808,SDSS-DR16,"[""2005-03-11 00:00:00"",""2005-03-11 00:00:00""]",13.807434,SDSS,214.10039,1920927685576517632,1,STAR,sloan25m,2.491244007748044
ULAS J141806.71+000035.5,N,-6.5,214.5272,0.0095,DESI-DR1,"[""2022-03-10 10:41:28.349"",""2022-03-10 10:41:28.349""]",0.0098,DESI,214.5279,2253189076221952,1,STAR,kp4m,2.7416782852390456
SDSS J141838.08+145522.4,N,10,214.6582,14.9225,BOSS-DR16,"[""2012-03-23 09:53:13"",""2012-03-23 09:53:13""]",14.922716,BOSS,214.65841,6141794538002599936,1,STAR,sloan25m,1.0669101198591768
SDSS J141858.92+600018.8,N,10,214.7453,60.0051,SDSS-DR16,"[""2002-03-04 00:00:00"",""2002-03-04 00:00:00""]",60.005233,SDSS,214.74549,887369144758986752,1,STAR,sloan25m,0.5883680024156485
SDSS J141910.99+484257.0,N,10,214.7955,48.7159,SDSS-DR16,"[""2005-03-31 00:00:00"",""2005-03-31 00:00:00""]",48.715844,SDSS,214.79578,1882639942220277760,1,STAR,sloan25m,0.6949555102079605
2MASS J14192618+5919047,N,11,214.8581,59.3183,BOSS-DR16,"[""2017-04-24 06:52:21"",""2017-04-24 06:52:21""]",59.317909,BOSS,214.85918,-8978853438111330304,1,STAR,sloan25m,2.432556981105857
SDSS J141942.83+420524.0,N,10,214.9278,42.0903,SDSS-DR16,"[""2004-03-20 00:00:00"",""2004-03-20 00:00:00""]",42.090008,SDSS,214.92847,1517826375862478848,1,STAR,sloan25m,2.0757764544649135
SDSS J142058.30+213156.6,N,11,215.2414,21.5332,BOSS-DR16,"[""2012-04-28 08:11:01"",""2012-04-28 08:11:01""]",21.532791,BOSS,215.2422900000001,6640654509000642560,1,STAR,sloan25m,3.3242493273317684
2MASSW J1421314+182740,N,10,215.3763,18.4603,SDSS-DR16,"[""2008-03-06 00:00:00"",""2008-03-06 00:00:00""]",18.46108,SDSS,215.37578,3122144157225740288,1,GALAXY,sloan25m,3.3223281579239536
SDSS J142241.28+234011.8,N,10,215.6718,23.67,SDSS-DR16,"[""2005-05-03 00:00:00"",""2005-05-03 00:00:00""]",23.669965,SDSS,215.67203,2400481057276192768,1,STAR,sloan25m,0.7687391831201886
SDSS J142257.15+082752.1,N,12,215.7373,8.4617,DESI-DR1,"[""2022-05-10 06:27:50.228"",""2022-06-07 04:19:58.964""]",8.46255020545601,DESI,215.7375428146468,39627993093507558,1,GALAXY,kp4m,3.180517032984068
SDSS J142612.86+313039.4,N,14,216.5531,31.5103,DESI-DR1,"[""2021-06-08 04:44:52.188"",""2021-06-08 04:44:52.188""]",31.51047221223783,DESI,216.5532259452103,39628512453203292,0,GALAXY,kp4m,0.7305981042596125
2MASSI J1426316+155701,N,9,216.6322,15.95,SDSS-DR16,"[""2007-05-13 00:00:00"",""2007-05-13 00:00:00""]",15.950253,SDSS,216.63185,3092937275068147712,1,STAR,sloan25m,1.5156742768767153
SDSS J142807.00+512022.5,N,10,217.0293,51.3394,DESI-DR1,"[""2021-06-19 04:02:36.288"",""2021-06-19 04:02:36.288""]",51.3394238211884,DESI,217.0292896061492,39633267682446558,0,GALAXY,kp4m,0.08888496473678148
2MASS J14283132+5923354,N,14,217.1282,59.3924,SDSS-DR16,"[""2002-03-09 00:00:00"",""2002-03-09 00:00:00""]",59.393156,SDSS,217.13029,888499167901542400,1,STAR,sloan25m,4.699199027626912
LHS 2924,N,9,217.1777,33.1735,DESI-EDR,"[""2021-04-06 05:38:07.188"",""2021-04-06 05:38:07.188""]",33.17451087439114,DESI,217.1783298306276,39632946285512847,1,STAR,kp4m,4.104287018007965
SDSS J142928.52+573055.0,N,10,217.369,57.5156,SDSS-DR16,"[""2002-06-13 00:00:00"",""2002-06-13 00:00:00""]",57.515283,SDSS,217.36883,889537933172828160,1,STAR,sloan25m,1.1875914282059212
SDSS J142935.19+383221.5,N,10,217.396,38.5395,BOSS-DR16,"[""2012-04-26 07:59:37"",""2012-04-26 07:59:37""]",38.539395,BOSS,217.39645,5306597534671851520,1,STAR,sloan25m,1.3223100749389742
IRAC J142950.8+333011,N,24.5,217.4618,33.5031,DESI-EDR,"[""2021-05-06 08:46:48.438"",""2021-05-06 08:46:48.438""]",33.5033,DESI,217.4619,934540092637184,1,GALAXY,kp4m,0.7800722493116576
2MASSI J1430435+291540,N,12,217.6802,29.2621,SDSS-DR16,"[""2006-07-01 00:00:00"",""2006-07-01 00:00:00""]",29.26149,SDSS,217.68132,2401569855779137536,1,STAR,sloan25m,4.146710740421192
SDSS J143055.90+001352.1,N,10,217.7331,0.2309,SDSS-DR16,"[""2000-03-10 00:00:00"",""2000-03-10 00:00:00""]",0.23113628,SDSS,217.73293,343565250026563584,1,STAR,sloan25m,1.0478892501743307
2MASS J14313097+1436539,N,12,217.8763,14.6145,BOSS-DR16,"[""2012-04-14 08:51:40"",""2012-04-14 08:51:40""]",14.61469,BOSS,217.87736,6154253104659582976,1,STAR,sloan25m,3.755350359982152
SDSS J143132.79+351300.6,N,11,217.8864,35.2169,DESI-EDR,"[""2021-04-15 08:53:32.292"",""2021-04-15 09:10:46.283""]",35.21687605980559,DESI,217.8864890212854,39632986311758349,1,GALAXY,kp4m,0.2756415011879034
SDSS J143147.92+124329.0,N,10,217.9498,12.725,BOSS-DR16,"[""2012-03-17 08:36:30"",""2012-03-17 08:36:30""]",12.724829,BOSS,217.94989,6150799263255515136,1,STAR,sloan25m,0.6919870121550079
SDSS J143242.10+345142.7,N,11,218.1747,34.8613,DESI-DR1,"[""2021-04-21 08:03:03.555"",""2021-04-21 08:03:03.555""]",34.86146707803908,DESI,218.1749396884307,39632976404811134,1,GALAXY,kp4m,0.9290194474531578
SDSS J143251.01+363643.6,N,10,218.2112,36.6119,DESI-DR1,"[""2022-05-10 06:42:41.426"",""2022-05-10 06:42:41.426""]",36.6119602814158,DESI,218.2115916821166,39633010844238336,1,STAR,kp4m,1.1524588860892135
SDSS J143317.78+101123.3B,N,11,218.324,10.1895,BOSS-DR16,"[""2012-03-02 09:38:52"",""2012-03-02 09:38:52""]",10.18967,BOSS,218.32408,6153081024509399040,1,STAR,sloan25m,0.6744569753437955
SDSS J143517.20-004612.9,N,10,218.8218,-0.7702,DESI-DR1,"[""2021-05-03 09:24:40.171"",""2021-05-05 08:34:30.952""]",-0.770268290979647,DESI,218.8217500484319,39627770279495469,1,STAR,kp4m,0.3045856619761134
SDSS J143535.72-004347.0,N,13,218.899,-0.7303,DESI-DR1,"[""2021-05-07 08:20:30.703"",""2021-05-07 08:20:30.703""]",-0.7298,DESI,218.8989,933757074800641,1,GALAXY,kp4m,1.835641293993726
2MASS J14360977+2900350,N,8.5,219.04,29.0102,BOSS-DR16,"[""2010-03-22 10:15:31"",""2010-03-22 10:15:31""]",29.010021,BOSS,219.04045,4360643962840829952,1,STAR,sloan25m,1.5564121046251183
ULAS J143615.75+072056.8,N,15,219.0658,7.3489,BOSS-DR16,"[""2012-02-16 10:43:53"",""2012-02-16 10:43:53""]",7.3491878,BOSS,219.06556,6155363060641189888,1,STAR,sloan25m,1.3445235889905172
ULAS J143623.86+014257.6,N,11,219.0996,1.7162,DESI-DR1,"[""2021-05-06 08:01:36.8"",""2021-05-06 08:01:36.8""]",1.716179301801989,DESI,219.0995449177601,39627830681667563,1,GALAXY,kp4m,0.2117506179951726
SDSS J143832.63+572216.9,N,15,219.6378,57.3712,SDSS-DR16,"[""2002-06-13 00:00:00"",""2002-06-13 00:00:00""]",57.371409,SDSS,219.63592,889490379294926848,1,STAR,sloan25m,3.7260131162474837
SDSS J143904.71+020526.7,N,10,219.7691,2.0908,BOSS-DR16,"[""2011-02-26 11:46:32"",""2011-02-26 11:46:32""]",2.0907799,BOSS,219.76959,4527424489366245376,1,STAR,sloan25m,1.7643101363206106
SDSS J143911.87+082315.6,N,10,219.7989,8.3877,BOSS-DR16,"[""2012-02-19 11:14:34"",""2012-02-19 11:14:34""]",8.3876473,BOSS,219.79902,6161058805801308160,1,STAR,sloan25m,0.46759669756822964
SDSS J143925.22+424141.7,N,10,219.8549,42.6953,BOSS-DR16,"[""2012-05-28 07:05:11"",""2012-05-28 07:05:11""]",42.695169,BOSS,219.85523,6824276799650025472,1,STAR,sloan25m,0.9923657104018117
SDSS J143933.44+031759.2,N,11,219.8892,3.2998,DESI-DR1,"[""2021-06-13 04:36:27.01"",""2021-06-13 04:36:27.01""]",3.299789802494048,DESI,219.8892311072334,39627866928842417,1,GALAXY,kp4m,0.11767336919770773
2MASSW J1439409+182637,N,11,219.9204,18.4437,SDSS-DR16,"[""2008-03-10 00:00:00"",""2008-03-10 00:00:00""]",18.443617,SDSS,219.92048,3124404478288095232,1,STAR,sloan25m,0.4048746390480413
SDSSp J144001.82+002145.8,N,11,220.0067,0.3627,DESI-EDR,"[""2021-05-06 08:21:24.709"",""2021-05-06 08:21:24.709""]",0.3627,DESI,220.0071,933781254963200,1,GALAXY,kp4m,1.4399711477176906
SDSS J144016.20+002638.9,N,13,220.0674,0.4444,DESI-DR1,"[""2021-04-20 10:54:01.658"",""2021-04-20 11:07:43.734""]",0.4443,DESI,220.0675,933787294760960,1,GALAXY,kp4m,0.5091092272517761
SDSS J144139.88+353809.5,N,10,220.4161,35.636,DESI-DR1,"[""2022-04-28 08:10:49.164"",""2022-04-28 08:10:49.164""]",35.63602844190854,DESI,220.4161366102857,39632996206119109,1,STAR,kp4m,0.1481814149454771
SDSS J144430.14+485807.3,N,10,221.1244,48.9692,BOSS-DR16,"[""2016-04-10 09:45:48"",""2016-04-10 09:45:48""]",48.968715,BOSS,221.12565,-8951837344263811072,1,STAR,sloan25m,3.4315089582225404
SDSSp J144600.60+002452.0,N,16,221.5043,0.4137,DESI-DR1,"[""2022-03-09 11:28:06.19"",""2022-03-09 11:28:06.19""]",0.414129353912829,DESI,221.5033027323243,39627800524619868,1,GALAXY,kp4m,3.9086712097920646
SDSS J144635.65+164337.3,N,10,221.6482,16.7271,SDSS-DR16,"[""2008-03-04 00:00:00"",""2008-03-04 00:00:00""]",16.727041,SDSS,221.64854,3109907142564407296,1,STAR,sloan25m,1.1912960771703005
SDSS J144804.97+060802.3,N,10,222.0214,6.1329,SDSS-DR16,"[""2005-05-04 00:00:00"",""2005-05-04 00:00:00""]",6.1339676,SDSS,222.02069,2059314144066168832,1,STAR,sloan25m,4.607599349862136
2MASSW J1448256+103159,lowg?,14,222.1081,10.5324,SDSS-DR16,"[""2006-04-01 00:00:00"",""2006-04-01 00:00:00""]",10.533,SDSS,222.10705,1928794147976669184,1,STAR,sloan25m,4.298436756657958
