t1_name,t1_youth,t1_sptnum_formula,t1_ra_today_formula,t1_dec_today_formula,data_release,dateobs,dec,instrument,ra,specid,specprimary,spectype,telescope,dist_arcsec
SDSS J081653.72+344535.8,N,12,124.2242,34.7595,BOSS-DR16,"[""2016-12-27 06:47:38"",""2016-12-27 06:47:38""]",34.759878,BOSS,124.22386,-7910476133322960896,1,STAR,sloan25m,1.6920293930083956
SDSS J081733.99+393606.0,N,10,124.3915,39.6015,SDSS-DR16,"[""2001-12-11 00:00:00"",""2001-12-11 00:00:00""]",39.601659,SDSS,124.39163,854726017510565888,1,STAR,sloan25m,0.6765118857140003
SDSS J081752.63+194727.6,N,10,124.4687,19.7908,BOSS-DR16,"[""2011-01-27 04:57:59"",""2011-01-27 04:57:59""]",19.790875,BOSS,124.46913,5051021271825141760,1,STAR,sloan25m,1.4813805051232432
SDSS J081757.49+182405.0,N,11,124.4896,18.4015,SDSS-DR16,"[""2004-12-19 00:00:00"",""2004-12-19 00:00:00""]",18.401394,SDSS,124.48957,2344126960919144448,0,STAR,sloan25m,0.39512054981555034
SDSS J081802.24+582920.9,N,10,124.5094,58.489,SDSS-DR16,"[""2007-12-03 00:00:00"",""2007-12-03 00:00:00""]",58.489177,SDSS,124.50942,2108927697945126912,1,STAR,sloan25m,0.6383102508654535
SDSS J081812.28+331048.2,N,10,124.5501,33.1803,BOSS-DR16,"[""2017-02-26 02:11:14"",""2017-02-26 02:11:14""]",33.180066,BOSS,124.55119,-7916192493185249280,1,STAR,sloan25m,3.39052320730077
2MASS J08185804+2333522,N,7,124.7401,23.5624,BOSS-DR16,"[""2011-11-29 09:06:41"",""2011-11-29 09:06:41""]",23.563422,BOSS,124.74099,5030615990414888960,1,STAR,sloan25m,4.707614603285915
2MASS J08194602+1658539,N,9,124.9407,16.9814,BOSS-DR16,"[""2011-02-23 03:33:27"",""2011-02-23 03:33:27""]",16.981501,BOSS,124.94123,5064513654340472832,1,STAR,sloan25m,1.8606817102682558
SDSS J082115.06+333651.2,N,10,125.3131,33.6145,BOSS-DR16,"[""2010-12-01 06:37:37"",""2010-12-01 06:37:37""]",33.614511,BOSS,125.3128,5001390415519436800,0,STAR,sloan25m,0.9002749572219056
ULAS J082327.46+002424.4,N,24,125.8642,0.4059,DESI-DR1,"[""2022-02-09 04:15:39.076"",""2022-02-09 04:38:00.46""]",0.4072,DESI,125.8645,2253199666839552,1,GALAXY,kp4m,4.802992949718615
SDSS J082346.99+154947.4,N,11,125.9457,15.8297,BOSS-DR16,"[""2010-12-14 08:38:40"",""2010-12-14 08:38:40""]",15.829839,BOSS,125.94583,5062182963376312320,1,STAR,sloan25m,0.6731469381080827
2MASS J08234818+2428577,N,13,125.9497,24.483,BOSS-DR16,"[""2011-11-29 09:06:41"",""2011-11-29 09:06:41""]",24.482881,BOSS,125.95044,5030766623507894272,1,STAR,sloan25m,2.4620236075177506
WISEA J082507.37+280548.2,N,30.5,126.2803,28.0954,DESI-DR1,"[""2021-12-05 08:45:17.54"",""2021-12-05 08:45:17.54""]",28.0967,DESI,126.2807,2253838346092544,1,GALAXY,kp4m,4.849338726242975
SDSS J082539.87+310040.7,N,11,126.416,31.0111,BOSS-DR16,"[""2011-01-28 04:10:25"",""2011-01-28 04:10:25""]",31.011087,BOSS,126.41619,5005789012742656000,0,STAR,sloan25m,0.5880993057021833
2MASS J08254335-0029110,N,10.3,126.4304,-0.4865,DESI-DR1,"[""2022-01-27 05:27:01.789"",""2022-01-27 05:27:01.789""]",-0.4864,DESI,126.4306,2253175516037120,1,GALAXY,kp4m,0.8049612619112321
SDSS J082612.27+544735.4,N,10,126.5513,54.7926,BOSS-DR16,"[""2011-12-30 05:30:21"",""2011-12-30 05:30:21""]",54.792988,BOSS,126.55076,5805278007796191232,0,STAR,sloan25m,1.790867796459939
SDSS J082642.65+193922.0,N,10,126.678,19.6559,DESI-DR1,"[""2021-10-17 12:35:04.298"",""2021-10-22 11:53:24.577""]",19.65597189523974,DESI,126.6779132596801,39628255141040388,1,STAR,kp4m,0.39174740994326457
2MASSW J0829066+145622,N,12,127.2773,14.9381,BOSS-DR16,"[""2011-01-02 07:54:34"",""2011-01-02 07:54:34""]",14.938741,BOSS,127.27749,5070154972752269312,1,STAR,sloan25m,2.400371700399525
SDSS J082928.21+343954.0,N,10,127.3673,34.6644,BOSS-DR16,"[""2018-01-08 06:41:23"",""2018-01-08 06:41:23""]",34.664927,BOSS,127.3675,-6923082799401119744,0,STAR,sloan25m,1.9874768929637048
2MASS J08294908-0012241,N,7,127.4524,-0.205,DESI-DR1,"[""2022-01-13 06:41:17.496"",""2022-01-13 06:41:17.496""]",-0.205760581256199,DESI,127.4534335213032,39627780823979306,1,STAR,kp4m,4.6195679266169085
2MASSW J0829570+265510,N,16.5,127.4873,26.9192,BOSS-DR16,"[""2018-11-08 09:11:15"",""2018-11-08 09:11:15""]",26.919391,BOSS,127.48772,-5921998897704316928,1,QSO,sloan25m,1.5133899451152735
SDSS J083027.24+220345.0,N,10,127.6134,22.0622,SDSS-DR16,"[""2004-12-10 00:00:00"",""2004-12-10 00:00:00""]",22.062513,SDSS,127.6135,2171925847672383488,1,STAR,sloan25m,1.175156742386548
SDSS J083122.08+153850.3,N,11,127.8406,15.6469,BOSS-DR16,"[""2010-12-14 08:38:40"",""2010-12-14 08:38:40""]",15.647154,BOSS,127.84158,5062085106841440256,1,STAR,sloan25m,3.518165304353083
2MASS J08315598+1025417,N,9,127.9829,10.4273,SDSS-DR16,"[""2006-11-17 00:00:00"",""2006-11-17 00:00:00""]",10.427988,SDSS,127.98319,2895930626924374016,1,STAR,sloan25m,2.681188046649663
2MASSW J0832045-012835,N,11.5,128.0192,-1.4766,DESI-DR1,"[""2021-10-21 12:10:49.078"",""2021-10-21 12:10:49.078""]",-1.476631946554691,DESI,128.0190966414198,39627750637568546,1,GALAXY,kp4m,0.38934103245680596
SDSS J083424.12+071916.2,N,10,128.5997,7.321,DESI-DR1,"[""2022-01-05 07:09:28.634"",""2022-01-05 07:09:28.634""]",7.321040703225334,DESI,128.5999275867704,39627961694950239,1,STAR,kp4m,0.8257385396462176
SDSS J083429.19+230855.0,N,11,128.6211,23.1482,SDSS-DR16,"[""2004-12-10 00:00:00"",""2004-12-10 00:00:00""]",23.148637,SDSS,128.62161,2171994017393305600,1,STAR,sloan25m,2.3075787926767197
SDSS J083506.16+195304.4,N,14.5,128.7749,19.884,DESI-DR1,"[""2022-01-07 07:02:41.089"",""2022-01-07 07:02:41.089""]",19.88411452328905,DESI,128.7750576078946,39628260870455615,1,GALAXY,kp4m,0.674289779705353
2MASS J08352366+1029318,N,7,128.8485,10.4913,BOSS-DR16,"[""2011-11-01 11:13:26"",""2011-11-01 11:13:26""]",10.491728,BOSS,128.84853,5949411886579863552,1,STAR,sloan25m,1.544455211362211
SDSS J083545.33+222430.9,N,10,128.938,22.4084,SDSS-DR16,"[""2004-12-10 00:00:00"",""2004-12-10 00:00:00""]",22.408573,SDSS,128.93888,2171881592329365504,1,STAR,sloan25m,2.99426946779728
2MASS J08355829+0548308,N,12,128.9922,5.8084,DESI-DR1,"[""2022-03-18 03:10:34.722"",""2022-03-18 03:10:34.722""]",5.808458993455716,DESI,128.9923891448702,39627925661684746,1,GALAXY,kp4m,0.7099360183390976
SDSS J083611.43+450319.5,N,11,129.0479,45.0553,DESI-DR1,"[""2022-02-18 04:31:46.639"",""2022-02-18 04:31:46.639""]",45.05536302167481,DESI,129.0478099184664,39633165593085051,1,GALAXY,kp4m,0.32242087900127697
SDSS J083621.98+494931.5,N,9,129.0929,49.8263,BOSS-DR16,"[""2010-03-22 02:28:32"",""2010-03-22 02:28:32""]",49.82626,BOSS,129.09116,4161574633852915712,1,QSO,sloan25m,4.043516967295184
SDSS J083646.35+052642.6,N,10,129.1927,5.4451,SDSS-DR16,"[""2003-01-06 00:00:00"",""2003-01-06 00:00:00""]",5.445179,SDSS,129.19313,1335487483332290560,0,STAR,sloan25m,1.5670384737951286
SDSS J083652.36+183544.9,N,10,129.2179,18.5954,SDSS-DR16,"[""2005-12-05 00:00:00"",""2005-12-05 00:00:00""]",18.595829,SDSS,129.2182,2561439667601827840,1,STAR,sloan25m,1.852825296707584
SDSS J083724.78+081603.9,N,10,129.3523,8.2671,BOSS-DR16,"[""2012-01-20 06:49:14"",""2012-01-20 06:49:14""]",8.2676183,BOSS,129.35298,5950548782945161216,1,STAR,sloan25m,3.0578269095315815
SDSS J083732.80+161737.5,N,10,129.3866,16.2935,SDSS-DR16,"[""2005-12-07 00:00:00"",""2005-12-07 00:00:00""]",16.293775,SDSS,129.38668,2564866845379160064,1,STAR,sloan25m,1.0278692268046135
ULAS J083756.19-004156.0,N,23,129.4841,-0.6993,DESI-DR1,"[""2022-02-07 04:54:46.745"",""2022-02-07 05:16:28.334""]",-0.6987,DESI,129.4842,2253169526571008,1,GALAXY,kp4m,2.189790106767564
SDSS J083759.75+195727.7,N,10,129.4988,19.9575,BOSS-DR16,"[""2011-01-04 07:45:31"",""2011-01-04 07:45:31""]",19.957677,BOSS,129.49891,5048577057090719744,1,STAR,sloan25m,0.7379501342349987
2MASS J08391608+1253543,N,9,129.8167,12.8976,SDSS-DR16,"[""2006-03-01 00:00:00"",""2006-03-01 00:00:00""]",12.898167,SDSS,129.81692,2731595690512771072,1,STAR,sloan25m,2.1823171861527837
SDSS J083926.25+433936.0,N,10,129.8594,43.66,BOSS-DR16,"[""2013-03-11 04:21:00"",""2013-03-11 04:21:00""]",43.659981,BOSS,129.8594,7186715419381878784,1,STAR,sloan25m,0.06839999998078383
SDSS J084001.62+451752.4,N,10,130.0064,45.2974,BOSS-DR16,"[""2011-11-24 07:31:09"",""2011-11-24 07:31:09""]",45.297865,BOSS,130.00673,5813118074854068224,0,STAR,sloan25m,1.8709934980091616
SDSS J084016.42+543002.1,N,11,130.0681,54.5005,SDSS-DR16,"[""2000-12-21 00:00:00"",""2000-12-21 00:00:00""]",54.500574,SDSS,130.06842,502280857805940736,1,STAR,sloan25m,0.7200540254230103
SDSS J084036.04+143424.3,N,11,130.1489,14.5729,SDSS-DR16,"[""2006-03-05 00:00:00"",""2006-03-05 00:00:00""]",14.57344,SDSS,130.1502,2734890652050417664,1,STAR,sloan25m,4.928983635956838
SDSS J084106.85+603506.3,N,14,130.2784,60.5846,BOSS-DR16,"[""2013-10-03 11:08:36"",""2013-10-03 11:08:36""]",60.584858,BOSS,130.27854,6427889397124059136,1,STAR,sloan25m,0.9612189060535842
SDSS J084149.77+005844.6,N,10,130.4574,0.9785,SDSS-DR16,"[""2000-12-23 00:00:00"",""2000-12-23 00:00:00""]",0.97908433,SDSS,130.45739,525893969557612544,1,STAR,sloan25m,2.1038959326838262
SDSS J084307.95+314129.2,N,13,130.7828,31.6913,SDSS-DR16,"[""2003-02-04 00:00:00"",""2003-02-04 00:00:00""]",31.691456,SDSS,130.78313,1361213307112941568,1,STAR,sloan25m,1.1563855322405245
SDSS J084407.00+284702.1,N,12,131.0293,28.7834,BOSS-DR16,"[""2018-02-10 03:49:31"",""2018-02-10 03:49:31""]",28.78392,BOSS,131.0292,-6445537960852697088,0,GALAXY,sloan25m,1.8984037445130644
SDSS J084444.58+403620.0,N,11,131.1874,40.6056,BOSS-DR16,"[""2012-10-22 11:13:17"",""2012-10-22 11:13:17""]",40.605597,BOSS,131.1863,5185973140648644608,1,STAR,sloan25m,3.006481949917021
UGCS J084510.66+214817.1,N,10,131.2942,21.8046,BOSS-DR16,"[""2012-10-26 10:38:34"",""2012-10-26 10:38:34""]",21.804688,BOSS,131.29443,5828937304371384320,1,STAR,sloan25m,0.8314783438429872
SDSS J084520.21+360551.4,N,10,131.334,36.0974,SDSS-DR16,"[""2003-02-02 00:00:00"",""2003-02-02 00:00:00""]",36.097609,SDSS,131.33422,1051694186790676480,0,STAR,sloan25m,0.987744704822338
SDSS J084610.73+030837.5,N,10,131.5449,3.1436,BOSS-DR16,"[""2010-11-28 11:49:53"",""2010-11-28 11:49:53""]",3.1437548,BOSS,131.54471,4289918431401365504,0,STAR,sloan25m,0.881481682454891
ULAS J084710.35+020413.3,N,15.5,131.793,2.0703,DESI-DR1,"[""2022-02-10 04:53:15.826"",""2022-02-10 05:10:30.248""]",2.07032076544406,DESI,131.79296666757,39627835257652339,1,GALAXY,kp4m,0.14131109988011284
SDSS J084751.48+013811.0,N,14,131.9642,1.6363,SDSS-DR16,"[""2000-12-23 00:00:00"",""2000-12-23 00:00:00""]",1.6363873,SDSS,131.96448,525933277098305536,1,STAR,sloan25m,1.0554654855870513
SDSS J084758.93+260723.9,N,10,131.9951,26.1231,SDSS-DR16,"[""2004-12-09 00:00:00"",""2004-12-09 00:00:00""]",26.1233,SDSS,131.99553,2175297500095735808,1,STAR,sloan25m,1.5652925866372767
ULAS J084849.71+071512.0,N,11,132.2072,7.2533,SDSS-DR16,"[""2003-11-21 00:00:00"",""2003-11-21 00:00:00""]",7.2542118,SDSS,132.20711,1461440119041976320,1,STAR,sloan25m,3.298177884881903
SDSS J084934.05+591622.9,N,10,132.3911,59.2725,SDSS-DR16,"[""2007-12-05 00:00:00"",""2007-12-05 00:00:00""]",59.273046,SDSS,132.39191,2009804800589326336,1,STAR,sloan25m,2.466472799528953
2MASSW J0850359+105716,N,16,132.6486,10.954,DESI-DR1,"[""2021-12-05 09:31:54.312"",""2021-12-05 09:31:54.312""]",10.95424475730661,DESI,132.6488855053465,39628051297864825,1,GALAXY,kp4m,1.3396455782211498
SDSS J085213.94+421921.3,N,10,133.0575,42.3221,BOSS-DR16,"[""2012-10-25 11:08:58"",""2012-10-25 11:08:58""]",42.322411,BOSS,133.05759,5273761447595495424,1,STAR,sloan25m,1.1449415359068502
SDSS J085214.41+094048.0,N,10,133.0597,9.6799,BOSS-DR16,"[""2012-01-21 06:49:23"",""2012-01-21 06:49:23""]",9.6799989,BOSS,133.06005,5957216771228585984,1,STAR,sloan25m,1.292083195985218
ULAS J085500.12+000204.1,N,-6,133.7507,0.0337,DESI-DR1,"[""2022-02-20 04:30:29.995"",""2022-02-20 04:30:29.995""]",0.0345,DESI,133.7505,2253187721461761,1,STAR,kp4m,2.968636019521838
PSO J133.8302+06.0160,lowg?,9,133.83,6.0157,DESI-DR1,"[""2022-01-05 07:38:50.293"",""2022-01-05 07:38:50.293""]",6.0159,DESI,133.8301,2253332508835840,1,STAR,kp4m,0.8040998223603792
ULAS J085559.77+003048.3,N,13.5,133.9989,0.5134,DESI-DR1,"[""2022-01-04 07:42:35.506"",""2022-02-05 06:02:28.553""]",0.5138550600378765,DESI,133.9997956928756,39627799052424752,1,QSO,kp4m,3.6166670298985095
SDSS J085602.05+124014.3,N,10,134.0079,12.6704,SDSS-DR16,"[""2006-03-21 00:00:00"",""2006-03-21 00:00:00""]",12.670661,SDSS,134.00857,2735938761778030592,1,STAR,sloan25m,2.5339078536321926
2MASSI J0856479+223518,N,13,134.1976,22.5882,BOSS-DR16,"[""2012-11-15 08:40:06"",""2012-11-15 08:40:06""]",22.588469,BOSS,134.19887,5829922466806648832,1,STAR,sloan25m,4.330930511495808
2MASS J08572787-0332396,N,9.5,134.3651,-3.5448,DESI-DR1,"[""2022-02-11 05:32:41.895"",""2022-02-11 05:50:06.565""]",-3.54469158947455,DESI,134.3653903995933,39627702436630391,1,GALAXY,kp4m,1.1140379577961328
SDSS J085805.47+221457.8,N,11,134.5226,22.2491,BOSS-DR16,"[""2012-03-23 02:23:56"",""2012-03-23 02:23:56""]",22.249271,BOSS,134.5227,6499992886343651328,1,STAR,sloan25m,0.6999880572997482
SDSS J085836.98+271050.8,N,10,134.6545,27.1799,BOSS-DR16,"[""2012-12-13 06:56:07"",""2012-12-13 06:56:07""]",27.180335,BOSS,134.65429,6507868142823559168,1,STAR,sloan25m,1.7042996627586835
SDSS J085858.92+180445.7,N,12,134.7458,18.0788,SDSS-DR16,"[""2005-12-25 00:00:00"",""2005-12-25 00:00:00""]",18.079382,SDSS,134.74553,2570478753029318656,1,STAR,sloan25m,2.289903963863877
2MASS J08593854+6341355,N,10,134.9093,63.6903,DESI-EDR,"[""2021-03-05 03:27:59.208"",""2021-03-25 04:49:20.403""]",63.69027570411449,DESI,134.9092918762245,39633429662272287,1,GALAXY,kp4m,0.08842047786906233
SDSS J085959.78+292205.3,N,10,134.9992,29.3672,BOSS-DR16,"[""2018-02-18 03:19:09"",""2018-02-18 03:19:09""]",29.368005,BOSS,134.99908,-6443340036941000704,0,STAR,sloan25m,2.9223525399758232
PSO J135.0395+32.0845,N,11.5,135.0392,32.0844,BOSS-DR16,"[""2018-02-06 03:24:13"",""2018-02-06 03:24:13""]",32.084527,BOSS,135.03975,-6919747430408499200,1,STAR,sloan25m,1.7387722149116158
SDSS J090023.68+253934.3,N,16,135.099,25.6595,SDSS-DR16,"[""2005-01-10 00:00:00"",""2005-01-10 00:00:00""]",25.659551,SDSS,135.0987,2176528129005217792,0,QSO,sloan25m,0.9906559035823473
SDSS J090040.61+422721.5,N,10,135.1691,42.4556,BOSS-DR16,"[""2015-12-18 06:35:17"",""2015-12-18 06:35:17""]",42.455984,BOSS,135.16919,-9106028458792431616,1,STAR,sloan25m,1.402915918307688
SDSS J090154.73+381837.5,N,10,135.4783,38.3101,BOSS-DR16,"[""2012-02-16 03:24:46"",""2012-02-16 03:24:46""]",38.310357,BOSS,135.47822,5188379967407542272,1,STAR,sloan25m,0.9523989102984898
2MASSI J0902146-064209,N,7,135.5609,-6.7031,DESI-DR1,"[""2022-01-15 07:22:24.658"",""2022-01-15 07:41:49.393""]",-6.7028,DESI,135.5608,2376170251223040,1,STAR,kp4m,1.137644201931897
SDSS J090238.98+301840.3,N,10,135.6619,30.3111,BOSS-DR16,"[""2013-02-13 03:00:32"",""2013-02-13 03:00:32""]",30.311016,BOSS,135.66229,6509003389636202496,0,STAR,sloan25m,1.2492241371058883
2MASS J09033514-0637336,N,7,135.8962,-6.6259,DESI-DR1,"[""2022-01-15 07:22:24.658"",""2022-01-15 07:41:49.393""]",-6.626,DESI,135.8966,2376170255417344,1,STAR,kp4m,1.4749887235094103
SDSS J090347.55+011446.0,N,12,135.9479,1.246,SDSS-DR16,"[""2001-01-04 00:00:00"",""2001-01-04 00:00:00""]",1.2461326,SDSS,135.94816,528221635874940928,1,STAR,sloan25m,1.0505019107534577
SDSS J090509.00+043819.9,N,10,136.2872,4.6385,SDSS-DR16,"[""2003-01-10 00:00:00"",""2003-01-10 00:00:00""]",4.6388767,SDSS,136.28757,1342113140451600384,1,STAR,sloan25m,1.897809669152981
SDSS J090531.00+195433.0,N,10,136.3789,19.9089,BOSS-DR16,"[""2012-11-15 11:18:51"",""2012-11-15 11:18:51""]",19.909053,BOSS,136.37906,6495515129215733760,1,STAR,sloan25m,0.7724534799056013
2MASS J09054654+5623117,N,15,136.4441,56.3872,BOSS-DR16,"[""2015-02-18 03:42:37"",""2015-02-18 03:42:37""]",56.386606,BOSS,136.4439,8195681451871850496,1,STAR,sloan25m,2.175228670776498
PSO J136.5494-06.1944,N,12,136.5495,-6.1945,DESI-DR1,"[""2022-01-15 07:22:24.662"",""2022-01-15 07:41:49.41""]",-6.194465765434213,DESI,136.5494606715386,39627636229538814,1,GALAXY,kp4m,0.18708658360191693
SDSS J090737.68+450935.7,N,10,136.9075,45.1597,BOSS-DR16,"[""2012-02-26 02:03:42"",""2012-02-26 02:03:42""]",45.159689,BOSS,136.90722,6458228486498963456,1,STAR,sloan25m,0.711876538705559
2MASSI J0908380+503208,N,15,137.1546,50.5329,BOSS-DR16,"[""2013-02-02 04:24:07"",""2013-02-02 04:24:07""]",50.533631,BOSS,137.15527,6453734238458236928,1,GALAXY,sloan25m,3.045625766719406
SDSS J090948.13+194043.9,N,11,137.4496,19.6797,BOSS-DR16,"[""2012-11-15 11:18:51"",""2012-11-15 11:18:51""]",19.679204,BOSS,137.45014,6495570104797122560,1,STAR,sloan25m,2.5571327449989476
DENIS-P J090957.1-065806,N,10,137.4884,-6.9717,DESI-DR1,"[""2022-03-28 02:36:59.058"",""2022-03-28 02:36:59.058""]",-6.971773247675831,DESI,137.4886871230038,39627618231780096,1,GALAXY,kp4m,1.0593440003320325
SDSS J091128.95+320644.7,N,10,137.8699,32.1124,BOSS-DR16,"[""2013-03-02 02:04:27"",""2013-03-02 02:04:27""]",32.112393,BOSS,137.87016,6540585761900875776,0,STAR,sloan25m,0.7931988890713748
SDSS J091206.36+420330.6,N,10,138.0254,42.0588,BOSS-DR16,"[""2012-03-13 02:16:18"",""2012-03-13 02:16:18""]",42.058532,BOSS,138.02607,5182560252797931520,1,STAR,sloan25m,2.034169630224455
2MASSW J0913032+184150,N,13,138.2636,18.6953,BOSS-DR16,"[""2012-03-30 03:34:12"",""2012-03-30 03:34:12""]",18.696546,BOSS,138.26353,6494297141368082432,1,STAR,sloan25m,4.491946833769025
ULAS J091309.55-003136.9,N,26,138.2897,-0.5268,DESI-DR1,"[""2022-01-31 06:16:59.282"",""2022-01-31 06:16:59.282""]",-0.5268,DESI,138.2897,2253175717363712,1,GALAXY,kp4m,0
SDSS J091414.38+105719.5,N,10,138.56,10.9552,SDSS-DR16,"[""2004-02-15 00:00:00"",""2004-02-15 00:00:00""]",10.955437,SDSS,138.55996,1958064783739611136,1,STAR,sloan25m,0.864833699732085
SDSS J091524.34+383128.3,N,10,138.8506,38.5243,BOSS-DR16,"[""2012-01-20 05:12:57"",""2012-01-20 05:12:57""]",38.524437,BOSS,138.85108,5227807904170790912,0,STAR,sloan25m,1.4390451076985487
ULAS J091544.13+053104.1,N,23,138.9337,5.5176,DESI-DR1,"[""2021-11-15 11:32:21.866"",""2021-11-15 11:32:21.866""]",5.51853532290396,DESI,138.9343669223591,39627919814822741,1,GALAXY,kp4m,4.1290314228860385
2MASS J09161504+2139512,N,9,139.0613,21.6639,BOSS-DR16,"[""2017-03-01 05:11:45"",""2017-03-01 05:11:45""]",21.664025,BOSS,139.06157,-7649239866071035904,1,STAR,sloan25m,1.0092215255732877
SDSS J091656.32+105740.0,N,11,139.2346,10.9609,SDSS-DR16,"[""2004-02-15 00:00:00"",""2004-02-15 00:00:00""]",10.961135,SDSS,139.23468,1958107664693094400,1,STAR,sloan25m,0.8919984715929724
SDSS J091659.09+512450.4,N,10,139.2466,51.414,SDSS-DR16,"[""2001-12-04 00:00:00"",""2001-12-04 00:00:00""]",51.414033,SDSS,139.24627,862565535299168256,1,STAR,sloan25m,0.750405360092683
SDSS J091714.76+314824.8,N,12,139.3115,31.8068,BOSS-DR16,"[""2018-11-03 11:34:37"",""2018-11-03 11:34:37""]",31.80689,BOSS,139.31151,-5639400769932996608,1,STAR,sloan25m,0.3254412157449391
SDSS J091750.34+294445.0,N,10,139.4595,29.7455,BOSS-DR16,"[""2013-01-09 05:54:09"",""2013-01-09 05:54:09""]",29.745554,BOSS,139.45961,6534777590905065472,1,STAR,sloan25m,0.39497465222537725
SDSS J092026.43+265157.7,N,10,140.1096,26.8655,BOSS-DR16,"[""2012-12-12 08:01:26"",""2012-12-12 08:01:26""]",26.865711,BOSS,140.10992,6526933674432417792,1,STAR,sloan25m,1.2779218754624402
SDSS J092142.52+084202.7,N,12,140.4258,8.7,BOSS-DR16,"[""2012-01-03 09:14:21"",""2012-01-03 09:14:21""]",8.7004843,BOSS,140.42674,5977548939947429888,1,STAR,sloan25m,3.772155432201869
SDSS J092201.37+224935.1,N,8,140.5055,22.8261,SDSS-DR16,"[""2005-12-23 00:00:00"",""2005-12-23 00:00:00""]",22.82642,SDSS,140.50574,2578456809366906880,1,STAR,sloan25m,1.4004482801954332
SDSS J092300.89+052801.5,N,10,140.7537,5.4671,SDSS-DR16,"[""2003-03-09 00:00:00"",""2003-03-09 00:00:00""]",5.467104,SDSS,140.75375,1115905666439997440,1,STAR,sloan25m,0.17975889285901545
ULAS J092432.13+005835.6,N,10,141.1338,0.9765,DESI-DR1,"[""2022-01-27 06:50:10.547"",""2022-01-27 06:50:10.547""]",0.9766,DESI,141.134,2253212002287616,1,GALAXY,kp4m,0.8048909367811657
SDSS J092532.11+283550.9,N,10,141.3839,28.5974,SDSS-DR16,"[""2005-01-19 00:00:00"",""2005-01-19 00:00:00""]",28.597474,SDSS,141.38382,2183179349853759488,1,STAR,sloan25m,0.36730069644852625
ULAS J092659.46-005611.1,N,13,141.7478,-0.9366,DESI-DR1,"[""2022-02-05 06:26:36.912"",""2022-02-05 06:49:04.159""]",-0.9366,DESI,141.7478,2253163692294144,1,GALAXY,kp4m,0
SDSS J092757.46+602746.3,N,11,141.9892,60.463,BOSS-DR16,"[""2014-03-06 05:45:24"",""2014-03-06 05:45:24""]",60.462876,BOSS,141.98931,8383496448860508160,1,STAR,sloan25m,0.48722154806013046
2MASS J09282562+4230545,N,8.5,142.1036,42.5129,BOSS-DR16,"[""2016-01-30 04:16:48"",""2016-01-30 04:16:48""]",42.513588,BOSS,142.10448,-9119733870494461952,1,STAR,sloan25m,3.4040705650850915
SDSS J093113.23+280227.1,N,13,142.8065,28.0394,BOSS-DR16,"[""2012-12-13 08:16:17"",""2012-12-13 08:16:17""]",28.040214,BOSS,142.80586,6525883915722575872,1,STAR,sloan25m,3.566876426086655
2MASS J09312823+0528223,N,7,142.8669,5.4717,SDSS-DR16,"[""2003-01-05 00:00:00"",""2003-01-05 00:00:00""]",5.4727555,SDSS,142.8676,1116947177772443648,1,STAR,sloan25m,4.553144907286514
SDSS J093146.84+544227.1,N,10,142.9438,54.7069,BOSS-DR16,"[""2013-11-30 08:26:06"",""2013-11-30 08:26:06""]",54.707454,BOSS,142.94405,6447143221038698496,1,STAR,sloan25m,2.0610702084397667
SDSS J093215.46+345624.8,N,10,143.0645,34.94,SDSS-DR16,"[""2003-12-18 00:00:00"",""2003-12-18 00:00:00""]",34.940227,SDSS,143.06442,1793714182676310016,1,STAR,sloan25m,0.850619500407552
SDSS J093237.47+672514.5,N,10,143.1561,67.42,SDSS-DR16,"[""2008-01-09 00:00:00"",""2008-01-09 00:00:00""]",67.420739,SDSS,143.15614,2114567643460560896,1,STAR,sloan25m,2.6609744988163766
SDSS J093242.84+042215.2,N,10,143.1785,4.3709,SDSS-DR16,"[""2001-12-21 00:00:00"",""2001-12-21 00:00:00""]",4.3709095,SDSS,143.17852,640740164192200704,1,STAR,sloan25m,0.0795206222547332
SDSS J093328.00+265448.4,N,10,143.3661,26.9125,BOSS-DR16,"[""2012-12-13 08:16:17"",""2012-12-13 08:16:17""]",26.913012,BOSS,143.36639,6525786334065610752,1,STAR,sloan25m,2.0649502616211293
ULAS J093512.60+012347.4,N,15.5,143.8028,1.3964,DESI-DR1,"[""2022-03-24 03:38:40.598"",""2022-03-24 03:38:40.598""]",1.3964496240652,DESI,143.8027265178404,39627823379383309,1,GALAXY,kp4m,0.3191429716887535
SDSS J093535.49+234217.5,N,11,143.8974,23.7047,BOSS-DR16,"[""2012-11-15 10:14:35"",""2012-11-15 10:14:35""]",23.704803,BOSS,143.89779,6518063363922350080,1,STAR,sloan25m,1.3379516696887934
SDSS J093600.12+043147.9,N,12,144.0001,4.5297,SDSS-DR16,"[""2001-12-21 00:00:00"",""2001-12-21 00:00:00""]",4.529991,SDSS,144.00051,640784419535218688,1,STAR,sloan25m,1.8062260953251978
SDSS J093706.72+284705.6,N,10,144.2776,28.7846,BOSS-DR16,"[""2013-01-14 05:25:45"",""2013-01-14 05:25:45""]",28.784891,BOSS,144.27799,6532562624814796800,0,STAR,sloan25m,1.6160544483500545
SDSS J093824.88+290328.9,N,10,144.6038,29.0577,BOSS-DR16,"[""2018-11-17 10:59:50"",""2018-11-17 10:59:50""]",29.058042,BOSS,144.6037,-5670958952438542336,1,STAR,sloan25m,1.2707797322490741
